	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Defb30	0	0	0	0	0	0	0	0
Olfr670	0	0	0	0	0	0	0	0
Mppe1	869	1124	118	0	0	359	0	0
Cyp51	2076	2256	0	31	0	298	58	1
Xrn2	4367	4785	89	102	0	632	0	40
Pde6c	0	0	0	0	0	0	0	0
Ncor1	8991	10071	418	140	34	2542	97	21
St3gal4	1070	1303	8	12	0	451	0	0
Zfp287	384	414	0	0	0	66	0	0
Fam213a	770	814	0	0	0	212	0	0
Defb8	0	0	0	0	0	0	0	0
B430212C06Rik	4	16	0	0	0	0	0	0
Cdk5	907	1153	0	25	36	348	0	0
Gm19466	0	2	0	0	0	0	0	0
Asb16	0	0	0	0	0	0	0	0
Selenop	78314	87626	2232	1354	683	18264	1259	342
Zfp791	51	52	0	0	0	0	0	0
Afmid	187	225	0	0	0	44	0	0
Gm10244	9	29	0	0	0	0	0	0
Vmn1r32	0	0	0	0	0	0	0	0
Gm597	0	0	0	0	0	0	0	0
Myl3	0	0	0	0	0	0	0	0
5031425F14Rik	44	73	0	0	0	57	0	0
Fam102b	5061	5952	199	18	0	1525	17	19
4930546C10Rik	0	0	0	0	0	0	0	0
Gm20356	0	0	0	0	0	0	0	0
Olfr910	0	0	0	0	0	0	0	0
Selenos	1508	1711	110	0	0	207	1	11
B3galt2	2	0	0	0	0	0	0	0
Tomm6os	403	601	26	0	0	88	0	0
Ginm1	1209	1320	26	0	0	141	0	0
9630001P10Rik	0	0	0	0	0	0	0	0
Hoga1	83	65	0	0	0	0	0	0
Pnpla1	0	0	0	0	0	0	0	0
Zbtb32	6	12	0	0	0	0	0	0
4930503B20Rik	0	0	0	0	0	0	0	0
Mgmt	108	210	0	0	0	0	0	31
Mxra8	16	28	0	0	0	0	0	0
Zfp786	0	0	0	0	0	0	0	0
Col5a2	72	47	0	0	0	0	0	0
Snhg1	213	216	80	1	0	33	0	0
Dgcr2	2741	3993	160	82	70	550	108	1
Srsf6	4892	5568	203	54	98	909	2	2
Dhx36	2051	2168	224	84	0	305	0	1
C5ar1	15673	18553	951	365	256	5795	36	159
Prokr2	0	0	0	0	0	0	0	0
Olfr1257	0	0	0	0	0	0	0	0
Olfr1495	0	0	0	0	0	0	0	0
Gdf3	985	1042	97	24	0	220	0	0
Arl2bp	1356	1970	1	6	0	434	49	0
Csf1r	153122	169869	4355	2942	749	41799	2154	520
Kcns1	0	0	0	0	0	0	0	0
Stoml1	530	745	0	52	4	35	60	0
Toporsl	1	10	0	0	0	0	0	0
Secisbp2l	8118	9255	173	78	166	2051	115	1
Taf1b	327	391	0	26	0	0	0	0
Myoz1	11	28	0	0	0	0	0	0
Prl7c1	0	0	0	0	0	0	0	0
Tmem200b	0	6	0	0	0	0	0	0
Pds5a	4112	4271	121	98	91	400	4	0
Zfyve16	1434	1625	0	17	0	198	63	0
Mlc1	0	2	0	0	0	0	0	0
Klhl2	963	1235	0	0	0	141	0	4
Arid5a	344	436	0	32	0	16	0	0
Maf1	2849	3918	0	58	0	735	53	0
Wdr54	24	73	0	0	0	44	0	0
Gm4146	0	0	0	0	0	0	0	0
A630019I02Rik	0	0	0	0	0	0	0	0
Cyp4a29	0	0	0	0	0	0	0	0
Nucb1	11355	14171	236	471	68	4126	151	26
Atad2	4363	5512	160	55	8	970	0	8
Vwf	4240	5570	54	57	0	1260	0	1
1700051A21Rik	0	0	0	0	0	0	0	0
5430434I15Rik	0	0	0	0	0	0	0	0
Dmrt1	0	0	0	0	0	0	0	0
Purb	6197	6958	64	198	89	1453	73	44
Olfr1259	0	0	0	0	0	0	0	0
Mctp1	1449	1415	0	34	0	304	0	0
Krtap6-1	0	0	0	0	0	0	0	0
Hey1	33	55	0	0	0	54	0	0
Afg1l	392	408	12	0	0	36	0	0
Capns2	13	3	0	0	0	0	0	0
Fbxl6	805	1174	0	0	0	110	0	0
Gm5592	0	0	0	0	0	0	0	0
Trip10	955	1180	0	0	0	247	0	0
Clec4f	0	0	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0	0	0
Msx1	0	2	0	0	0	0	0	0
Mrpl51	683	908	0	16	36	456	0	0
Fgl1	0	2	0	0	0	0	0	0
Pacrg	87	91	0	0	0	0	0	0
2310033P09Rik	372	395	0	22	0	130	0	0
Gfod1	98	100	0	0	0	103	0	0
Prorsd1	424	596	0	16	0	68	0	0
Samd15	7	4	0	0	0	0	0	0
Ascc2	1654	1989	105	44	0	553	63	0
Slc35a3	3023	3278	0	48	50	571	4	12
Gm12695	0	0	0	0	0	0	0	0
Peli1	2000	2235	159	7	0	583	0	0
Npr1	10	11	0	0	0	0	0	0
Scgb2b3	0	0	0	0	0	0	0	0
Pwwp2b	2046	2796	218	0	49	695	0	2
Creb3l3	42	59	0	0	0	0	0	0
Hikeshi	402	511	0	0	50	241	0	0
Prss35	0	0	0	0	0	0	0	0
Ube2l6	2532	3149	189	95	0	503	0	21
Dlx1as	0	0	0	0	0	0	0	0
Tgm2	11156	15823	217	499	81	4658	84	2
Ccdc170	0	0	0	0	0	0	0	0
Otulin	1687	2170	97	35	0	195	70	0
Gsx2	0	0	0	0	0	0	0	0
Hoxa4	32	38	0	0	0	0	0	0
B230206H07Rik	1	0	0	0	0	1	0	0
Kcnd1	4	0	0	0	0	0	0	0
Ifi27l2a	2590	3803	138	14	67	941	111	0
Rel	1507	1505	0	0	0	267	0	4
Frmd7	31	46	0	4	0	36	0	0
Tex44	0	0	0	0	0	0	0	0
Olfr195	0	0	0	0	0	0	0	0
Bet1	750	908	138	0	1	257	0	19
Oas1b	328	346	0	30	0	102	0	0
Crcp	860	1177	0	0	0	393	0	12
Prg4	174	153	0	0	0	0	0	0
Gucy2d	0	0	0	0	0	0	0	0
Sstr1	0	0	0	0	0	0	0	0
Gm9789	0	0	0	0	0	0	0	0
Tnni2	89	114	0	0	0	37	0	0
Tor4a	4845	5969	166	89	53	1964	143	55
Setd3	3102	3637	0	2	74	717	36	0
Cylc2	0	0	0	0	0	0	0	0
Sco1	453	633	0	0	0	152	69	0
Il1f9	2	0	0	0	0	0	0	0
Shpk	205	301	0	0	0	0	0	0
Selenok	1397	1755	57	52	23	155	0	0
Irak3	1450	1484	93	24	0	288	4	13
Surf4	11021	13628	279	351	1	3204	130	29
BB557941	0	0	0	0	0	0	0	0
Camk2n1	4	10	0	0	0	0	0	0
Sec61a1	7223	8882	449	298	46	2221	168	49
Kcne1l	1	0	0	0	0	0	0	0
Akap5	6	2	0	0	0	0	0	0
Asb14	10	1	0	0	0	0	0	0
Tnfrsf8	15	26	0	0	0	0	0	0
Shisa6	0	0	0	0	0	0	0	0
Kctd8	0	0	0	0	0	0	0	0
Mxd1	1456	1944	0	0	0	209	0	14
2900040C04Rik	0	0	0	0	0	0	0	0
Gimap5	0	0	0	0	0	0	0	0
B930095G15Rik	2	2	0	0	0	0	0	0
Ppm1a	2712	3381	155	60	0	736	0	18
Dcstamp	44	35	0	0	0	89	0	0
Anapc5	7278	9733	0	190	25	1899	181	18
Xkr5	164	239	0	0	0	171	0	0
Fam110c	2	0	0	0	0	0	0	0
Cpz	0	0	0	0	0	0	0	0
Olfr469	0	0	0	0	0	0	0	0
Tnk2	30	80	0	0	0	32	0	0
Olfr539	0	0	0	0	0	0	0	0
Bvht	57	78	0	0	72	44	0	0
Ccdc9	1015	1458	0	0	0	279	0	22
Gm11567	0	0	0	0	0	0	0	0
Tjp1	4	2	0	0	1	0	0	0
Oosp2	0	0	0	0	0	0	0	0
Mmp14	229	159	0	3	0	0	0	1
Pafah1b1	6205	7166	281	206	0	964	128	43
Olfr1090	0	0	0	0	0	0	0	0
4921504A21Rik	0	0	0	0	0	0	0	0
Sgcg	0	0	0	0	0	0	0	0
Dxo	569	726	0	42	79	236	0	0
Rnase1	0	0	0	0	0	0	0	0
Cox7c	74	105	50	6	0	0	1	11
Fam83a	0	0	0	0	0	0	0	0
4930539C22Rik	0	0	0	0	0	0	0	0
Gpr160	206	305	0	0	0	44	0	0
Ldhal6b	2	17	0	0	0	0	0	0
Ptpn13	12	19	0	0	0	0	0	0
Adcy1	0	2	0	0	0	0	0	0
Afdn	3526	4096	82	40	0	587	56	1
Tas2r119	0	0	0	0	0	0	0	0
Elovl7	109	135	0	0	0	84	0	0
Sync	63	104	0	0	0	0	0	0
Ccdc160	0	0	0	0	0	0	0	0
Tmem141	576	793	97	56	0	242	0	7
Smurf2	2317	2717	0	87	0	295	0	28
Rbak	410	477	0	0	0	58	0	0
Tex29	0	0	0	0	0	0	0	0
Mfsd6l	10	14	0	0	0	0	0	0
Nkiras1	701	857	0	1	0	161	5	0
Bpifb2	0	0	0	0	0	0	0	0
Hist1h2bf	1	2	0	0	0	0	0	0
Sat2	43	55	0	0	0	0	0	0
Evl	3123	3979	133	91	0	1530	0	11
Hist1h2ag	1	0	0	0	0	0	0	0
Sh3gl1	2048	2819	125	83	0	1082	0	16
Olfr1317	0	0	0	0	0	0	0	0
Med20	891	1280	183	0	0	355	0	4
Anxa9	238	285	9	9	0	2	0	0
Taar6	0	0	0	0	0	0	0	0
Fgd2	1804	2422	78	1	0	326	155	0
Prr29	0	0	0	0	0	0	0	0
Pthlh	0	0	0	0	0	0	0	0
Dync1i2	6279	6866	180	84	1	1692	158	0
Erp27	4	2	0	0	0	0	0	0
Pold4	1207	1594	102	16	94	268	0	0
Upb1	0	2	0	0	0	0	0	0
Kirrel2	0	0	0	0	0	0	0	0
Olfr1383	0	0	0	0	0	0	0	0
Fat2	0	0	0	0	0	0	0	0
Banf1	935	1553	0	0	0	331	0	14
Coil	398	490	0	42	0	32	0	0
C130046K22Rik	53	66	0	0	0	2	0	0
Mrpl38	574	717	0	18	0	70	0	0
Azgp1	0	0	0	0	1	0	0	0
Zgrf1	274	359	0	0	0	38	0	0
Ikzf3	0	0	0	0	0	0	0	0
Card19	2768	3273	247	104	87	1240	0	0
Nsmaf	1248	1273	43	0	0	90	30	0
Ccdc92b	26	10	0	0	0	73	0	0
Plxna1	12687	13774	267	536	86	3842	166	96
Mrpl35	638	748	0	8	0	73	0	0
Pfn2	47	44	0	0	0	0	0	0
Olfr582	0	0	0	0	0	0	0	0
Adnp	4577	5335	113	50	117	1375	0	40
Btg2	2446	2620	189	120	47	491	0	10
4930511E03Rik	0	0	0	0	0	0	0	0
Gm13749	0	0	0	0	0	0	0	0
Tgoln1	12677	14204	354	216	91	3085	122	45
Ndrg2	1252	1122	0	22	0	252	82	1
Chd7	774	858	0	6	0	162	0	0
A730020E08Rik	0	2	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0
Ms4a3	0	0	0	0	0	0	0	0
Fam107b	2352	2651	1	0	26	567	0	12
Serpinb13	0	0	0	0	0	0	0	0
Ccnd2	155	210	0	0	0	28	0	26
Meltf	0	0	0	0	0	0	0	0
Tekt4	0	0	0	0	0	0	0	0
Rbm45	895	1132	0	4	0	35	106	38
Chst3	341	440	0	0	0	217	0	0
Fmo9	0	0	0	0	0	0	0	0
Kcnt2	0	1	0	0	0	0	0	0
Rb1cc1	2891	3100	129	6	0	576	0	24
Tex12	2	1	0	0	0	0	0	0
Toe1	584	683	110	58	0	26	0	0
Olfr1084	0	0	0	0	0	0	0	0
Usp2	620	921	0	30	0	272	0	0
Il10ra	7070	7617	197	84	1	2562	110	2
Wdr33	2008	2698	0	30	0	850	11	0
Vmn1r77	0	0	0	0	0	0	0	0
4930571O06Rik	0	0	0	0	0	0	0	0
Stard6	11	9	0	0	0	0	0	0
Zfp688	212	281	0	0	0	43	0	0
Ly6g6d	2	6	0	0	0	85	0	0
Habp4	551	766	1	11	0	165	0	0
Tspan8	14	29	0	0	0	8	0	0
Gm35073	0	0	0	0	0	0	0	0
Inf2	5493	7350	383	160	72	2671	140	1
Dusp12	258	318	0	0	0	104	0	0
Slc2a1	1360	1624	0	72	0	471	0	0
4930550C17Rik	0	0	0	0	0	0	0	0
Trappc3l	0	0	0	0	0	0	0	0
Cenps	71	151	118	0	0	0	0	0
Hapln3	0	0	0	0	0	0	0	0
Asns	455	763	0	32	0	0	0	0
Cdc42se1	5837	7285	296	87	62	2016	53	36
Elovl1	4612	5626	416	234	147	1356	69	0
1810030O07Rik	1615	1945	124	0	0	453	22	0
Prr22	8	8	0	0	0	0	0	0
Rsf1os1	0	0	0	0	0	0	0	0
Ssxb1	0	0	0	0	0	0	0	0
Fgfbp3	43	43	0	0	0	23	0	0
Spata6	1279	1326	0	20	0	118	0	0
Sulf2	2379	3136	0	1	60	677	0	0
Olfr851	0	0	0	0	0	0	0	0
BC003331	1838	2033	44	0	0	169	0	0
Prdm5	2	4	0	0	0	0	0	0
Lrpap1	4803	5866	0	83	224	687	10	50
Pes1	2708	3425	0	80	0	567	0	10
Sntb2	1343	1461	25	0	0	339	0	0
Aldh1l1	427	594	119	29	0	260	0	54
Crat	3582	4405	128	36	0	1116	0	19
Slc35c2	2341	3148	194	48	24	980	47	30
2010107E04Rik	836	1183	0	36	0	253	0	22
C330020E22Rik	14	0	0	0	0	0	0	0
Mertk	1865	2347	261	89	0	1237	23	18
Rps27l	1134	1340	0	64	32	14	0	0
Gm5938	0	0	0	0	0	0	0	0
Uxs1	389	518	0	12	0	29	0	0
Gbp6	68	64	0	0	0	0	0	0
Dapk2	0	0	0	0	0	0	0	0
Irf4	260	383	0	0	0	78	0	0
A330033J07Rik	0	0	0	0	0	0	0	0
Dmrta2	6	4	0	0	0	0	0	0
Scgb1b7	0	0	0	0	0	0	0	0
Wt1os	0	0	0	0	0	0	0	0
Muc1	4	4	0	0	0	0	0	0
Psen1	4940	5744	343	6	58	1630	1	0
Olfr70	0	0	0	0	0	0	0	0
Gm7444	3	1	0	0	0	0	0	0
Nrd1	5501	6031	102	88	0	758	65	10
Hs6st1	1862	2363	0	38	67	358	0	0
Anxa7	5420	6214	1	131	0	1603	1	11
Birc6	6750	7933	208	91	66	1751	106	10
Foxk1	3292	4022	1	80	0	1434	0	30
Npepps	6433	6639	140	174	64	1681	70	53
Rhox4d	0	0	0	0	0	0	0	0
Mup5	0	0	0	0	0	0	0	0
Thy1	0	0	0	0	0	0	0	0
Dnm3os	4	0	0	0	0	0	0	0
Elavl3	0	2	0	0	0	0	0	0
Olfr250	0	0	0	0	0	0	0	0
Il1rn	410	422	0	20	0	65	0	0
Gm20745	0	0	0	0	0	0	0	0
Kazn	2	8	0	0	0	0	0	0
Ctss	161614	174347	3884	3528	763	32386	1539	556
Rnf128	8083	8663	514	148	61	1967	34	18
Olfr318	0	0	0	0	0	0	0	0
Srp72	3993	4341	175	68	2	693	50	11
Uros	159	209	0	0	0	0	0	1
Phgr1	0	0	0	0	0	0	0	0
Olfr248	0	0	0	0	0	0	0	0
Zscan4b	0	0	0	0	0	0	0	0
Gm5916	0	0	0	0	0	0	0	0
Cfap69	0	0	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0	0	0
C230037L18Rik	26	27	0	0	0	0	0	0
Btg1-ps1	0	0	0	0	0	0	0	0
4930428G15Rik	0	0	0	0	0	0	0	0
Tpbpa	0	0	0	0	0	0	0	0
Nkx2-6	0	0	0	0	0	0	0	0
Ube2ql1	0	0	0	0	0	0	0	0
Rbm44	51	64	0	0	0	0	0	0
Nodal	0	0	0	0	0	0	0	0
Mrpl52	264	282	0	0	0	13	0	0
Ear1	0	0	0	0	0	0	0	0
Cyp2b23	0	0	0	0	0	0	0	0
Tssk4	22	10	0	0	0	44	0	0
Mybphl	0	1	0	0	0	0	0	0
Olfr788	0	0	0	0	0	0	0	0
H2afy	3933	4972	0	63	51	703	36	0
Zdhhc25	0	0	0	0	0	0	0	0
H2afx	1620	2479	105	0	28	624	0	0
9530026F06Rik	0	0	0	0	0	0	0	0
Pla2g6	337	377	0	0	0	172	1	0
Fuz	470	665	235	0	13	93	0	0
Gm9999	0	0	0	0	0	0	0	0
Ccdc40	47	49	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0	0	0
4930547E14Rik	0	0	0	0	0	0	0	0
Slc9a3r1	3228	4643	236	111	22	1381	0	14
Dcaf1	462	571	0	35	0	6	0	0
Tmsb10	4475	6032	247	173	29	1550	236	0
Cldn34b2	2	4	0	0	0	0	0	0
Igfbp4	9128	12159	404	314	2	3482	198	20
Pycr2	833	1085	0	20	0	265	100	38
Olfr92	0	0	0	0	0	0	0	0
4930595M18Rik	0	0	0	0	0	0	0	0
Mageb2	0	0	0	0	0	0	0	0
Pir	176	196	0	0	0	149	0	0
Tlr13	20059	22768	189	285	164	3800	422	63
Il1rapl2	0	0	0	0	0	0	0	0
Gtf3a	949	1373	0	0	42	234	0	0
Aktip	1200	1479	0	89	0	275	0	0
Myo5a	19083	21112	564	552	428	4392	68	105
2310020H05Rik	0	0	0	0	0	0	0	0
Ankrd1	4	5	0	0	0	0	0	0
Tmprss11e	0	0	0	0	0	0	0	0
4930504C09Rik	0	0	0	0	0	0	0	0
Plau	1314	1774	56	41	0	422	42	12
AV320801	0	0	0	0	0	0	0	0
Papd4	2257	2342	36	98	22	529	31	0
Pcdhga12	714	955	226	48	0	157	84	0
Phldb3	360	520	0	0	0	220	0	0
Esp8	0	0	0	0	0	0	0	0
Casz1	133	111	0	0	0	35	0	0
Gm5547	24	23	0	0	0	0	0	0
Zpbp	42	71	0	0	0	40	0	0
1700010N08Rik	0	0	0	0	0	0	0	0
Hist2h2aa1	0	2	0	0	0	0	0	0
Asb5	7	7	0	0	0	0	0	0
Olfr1036	0	0	0	0	0	0	0	0
Pms2	420	509	0	0	0	150	0	0
Blzf1	553	661	0	0	0	124	0	0
Akap17b	115	247	0	0	0	32	0	0
D10Wsu102e	1607	1822	0	0	0	339	200	0
Ppp4r3a	3482	3763	129	0	26	1043	147	0
Pml	2788	3705	64	43	1	1093	1	8
Mbnl1	44209	47644	891	947	173	9536	473	145
Vipr2	24	18	0	11	0	0	0	0
Mak	161	217	0	0	0	6	0	0
Heatr5b	1876	2282	0	38	0	468	0	0
Ccdc184	0	0	0	0	0	0	0	0
Olfr130	0	0	0	0	0	0	0	0
Elp2	2053	2539	50	66	64	256	0	0
Neurog2	0	0	0	0	0	0	0	0
Trem3	9	4	0	0	0	0	0	0
Ttc39b	541	568	0	0	0	114	0	0
Oaz1-ps	658	1000	66	0	0	254	0	1
Krt13	0	0	0	0	0	0	0	0
Apbb1	27	66	0	0	0	0	2	0
Eml1	2	7	0	0	0	0	84	0
Sypl	6159	7144	142	114	64	829	131	44
Srd5a2	0	0	0	0	0	0	0	0
Gadd45b	773	862	0	0	0	435	0	0
Zfp709	635	710	0	0	0	219	0	0
Tdpoz1	0	0	0	0	0	0	0	0
Wnt10a	0	0	0	0	0	0	0	0
Lamb2	78	114	0	0	0	100	37	0
Emp1	12650	15776	423	231	150	2156	9	53
Atxn2	2138	2070	15	30	10	344	36	48
4930486I03Rik	0	0	0	0	0	0	0	0
Ngrn	453	592	0	0	0	120	0	0
Gpc2	25	62	0	0	0	58	0	0
Grin3b	58	70	0	1	0	21	0	0
Tyms-ps	1	7	0	0	0	0	0	0
1700022H01Rik	0	1	0	0	0	0	0	0
Klhl23	28	67	0	0	0	0	0	0
Smcp	0	0	0	0	0	0	0	0
B3gnt5	213	181	0	0	0	0	0	0
Olfr338	0	0	0	0	0	0	0	0
Zc3h7b	2220	2945	146	0	54	939	78	28
Gng10	1159	1473	0	35	0	226	80	0
Tpst1	695	796	0	0	0	129	0	0
Kprp	0	0	0	0	0	0	0	0
Tyw5	148	192	2	0	0	42	0	0
Plxna4	57	101	0	0	0	0	0	0
Lpar4	16	13	0	0	0	0	0	0
Glg1	8013	9120	5	53	1	2524	230	75
Ckmt2	0	0	0	0	0	0	0	0
1700063H04Rik	0	0	0	0	0	0	0	0
Tatdn1	113	112	0	0	0	0	0	0
Chordc1	1940	1871	104	9	0	236	0	0
Pms1	266	284	0	0	0	0	0	0
Vmn2r86	0	0	0	0	0	0	0	0
Tceanc2	1503	1698	138	34	0	372	0	12
Naip7	1162	1283	0	0	0	236	13	0
Wdr46	710	881	0	10	0	185	0	0
Serpina6	0	0	0	0	0	0	0	0
Gm10336	1132	1291	0	0	0	575	0	0
Olfr146	0	0	0	0	0	0	0	0
Psmd4	1971	2692	45	38	0	645	36	0
Thumpd2	183	230	0	0	0	0	0	0
Cideb	17	28	0	0	0	0	0	0
Epop	183	293	0	0	0	262	72	0
Pon1	0	2	0	0	0	0	0	0
Aste1	274	286	99	0	0	60	0	0
Fdx1	142	235	0	18	0	72	0	0
Cyp2b9	0	0	0	0	0	0	0	0
Nrn1l	2	4	0	0	0	0	0	0
Tldc2	3	4	0	0	0	0	0	0
Zfp114	13	4	0	0	0	38	0	0
Spink8	0	0	0	0	0	0	0	0
Olfr599	0	0	0	0	0	0	0	0
Trhr	0	0	0	0	0	0	0	0
Vmn1r51	0	0	0	0	0	0	0	0
Gm32455	0	0	0	0	0	0	0	0
Col4a6	68	94	0	0	0	22	0	0
Krt28	0	0	0	0	0	0	0	0
Fam163a	0	0	0	0	0	0	0	0
Ttc7b	1836	2037	4	54	0	424	58	1
Mettl27	519	665	0	0	0	423	0	0
Eapp	959	1088	62	0	0	227	0	0
C030023E24Rik	0	0	0	0	0	0	0	0
Tmbim6	19117	24453	421	413	221	4755	63	80
Sept3	0	2	0	0	0	0	0	0
Tcta	405	496	0	10	0	147	0	40
Slc13a5	4	2	0	0	0	0	0	0
Nfe2l2	18162	17783	266	166	48	3579	83	68
Nup88	1906	2179	50	81	48	512	97	0
Rngtt	810	973	0	24	0	152	0	0
1700084F23Rik	0	0	0	0	0	0	0	0
Tsen2	157	224	0	0	0	4	0	1
Tas2r131	0	0	0	0	0	0	0	0
Tfdp1	1850	2451	137	0	32	356	83	0
Ms4a5	3	0	0	0	0	0	0	0
Inpp4a	2308	2918	1	92	1	418	0	42
Hoxc4	0	0	0	0	0	0	0	0
Timp3	64	106	0	0	0	47	0	0
Borcs5	162	285	0	39	0	27	0	0
Stk16	1063	1366	41	16	17	426	0	0
Prg2	0	0	0	0	0	0	0	0
Snx20	1878	2508	72	78	0	772	0	0
Onecut2	0	6	0	1	1	0	1	0
Cbx7	511	713	0	75	0	105	0	0
Mmp23	4	6	0	0	0	0	0	0
Thnsl2	14	19	0	0	0	0	0	0
Zfp84	1391	1614	2	20	34	161	5	0
Hnrnph1	5225	6046	414	96	125	745	3	55
Katnbl1	1134	1151	0	1	0	179	3	39
Dvl2	1226	1625	0	94	0	587	0	0
Gm10256	0	0	0	0	0	0	0	0
Atad5	664	908	0	25	0	20	79	0
Gpr75	0	2	0	0	0	0	0	0
Slc45a2	0	0	0	0	0	0	0	0
Cd2	5	18	0	0	0	0	0	0
Mcpt4	0	0	0	0	0	0	0	0
Plvap	4	9	0	0	0	0	0	0
Acsl3	556	598	76	1	0	411	0	0
She	2	1	0	0	0	0	0	0
Arhgap20os	8	12	0	0	0	0	0	0
Cyp46a1	0	4	0	0	0	0	0	0
Mospd4	0	0	0	0	0	0	0	0
Cox7b	1549	2141	64	49	0	364	0	0
Gm16907	391	445	0	0	0	95	0	0
Spag17	73	97	0	0	0	0	0	0
Marc2	1459	2014	139	0	0	294	21	0
Krtap21-1	0	0	0	0	0	0	0	0
Sipa1l3	2023	2383	131	15	0	875	1	25
Plpbp	1916	2419	129	47	0	423	0	0
Myo1c	7558	9430	342	220	84	2265	131	3
Cmklr1	34	24	76	0	0	0	0	0
9130409I23Rik	0	0	0	0	0	0	0	0
Rnf186	0	0	0	0	0	0	0	0
Setdb2	736	698	0	0	0	68	0	0
Lyrm1	61	71	0	0	0	0	0	0
Yeats4	1464	1763	98	11	46	123	1	0
Phf11c	36	61	0	0	0	0	0	0
Arhgap19	6697	8681	314	113	146	1866	286	50
Yars2	360	463	2	0	0	285	0	0
Uox	0	0	0	0	0	0	0	0
Wfdc16	0	0	0	0	0	0	0	0
Tas1r3	50	66	0	0	0	28	0	0
Chrnd	0	0	0	0	0	0	0	0
Mob3c	932	915	0	32	38	224	0	0
Gm11166	0	0	0	0	0	0	0	0
D130043K22Rik	0	2	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0	0	0
Slco1b2	0	0	0	0	0	0	0	0
Angptl8	0	0	0	0	0	0	0	0
Aes	10270	14661	780	455	352	3718	82	87
Cdc42ep5	0	0	0	1	0	0	0	0
Wdr4	457	691	0	20	0	191	0	0
Ahcy	181	236	0	41	0	22	0	0
Gm11240	0	0	0	0	0	0	0	0
Tspo2	0	0	0	0	0	0	0	0
Larp1b	204	264	0	0	0	23	0	0
Flywch1	1008	1490	0	28	0	163	0	0
Pik3c2a	4677	4610	0	70	14	518	39	25
Gramd1a	1935	2771	1	24	38	788	0	14
Rasd1	3	3	0	0	0	0	0	0
Dr1	4554	4817	82	90	0	919	0	8
Npff	13	10	0	0	0	0	0	0
Fgg	0	0	0	0	1	0	0	0
Egfr	115	93	0	0	0	72	1	1
Gm15501	292	358	0	0	0	34	0	0
Micall2	674	891	0	38	0	70	0	0
Olfr167	0	0	0	0	0	0	0	0
Itpkc	431	457	72	0	0	121	0	0
Fam173b	156	249	0	0	0	0	0	0
Supt6	4940	5898	53	99	16	1257	77	20
Tmprss11f	0	0	0	0	0	0	0	0
2010315B03Rik	592	626	0	0	22	178	0	0
D830005E20Rik	0	0	0	0	0	0	0	0
Yy1	3099	3488	1	79	24	856	47	10
Tmem182	0	0	0	0	0	0	0	0
Tdh	0	0	0	0	0	0	0	0
Olfr385	0	0	0	0	0	0	0	0
Olfr128	0	0	0	0	0	0	0	0
Gm13285	0	0	0	0	0	0	0	0
Trim32	781	1052	0	0	0	125	7	0
Tbx3	2	0	0	0	0	0	0	0
Vwa5b2	2	4	0	0	0	0	0	0
Arf6	9473	12379	101	249	62	3978	183	46
Sox3	0	0	0	0	0	0	0	0
Fam20c	8248	7829	173	121	38	2364	145	1
Vmn2r66	0	0	0	0	0	0	0	0
E2f1	1271	2051	99	0	0	539	0	0
Tbpl1	1244	1580	105	0	0	233	3	0
Mpp7	453	448	0	0	0	142	0	0
Slc6a8	5462	6982	39	110	37	1803	223	32
F630042J09Rik	0	0	0	0	0	0	0	0
Gzmk	0	0	0	0	0	0	0	0
Slc25a45	2282	3305	0	50	1	740	0	36
9330159F19Rik	0	0	0	0	0	0	0	0
Edn1	2	2	0	0	0	0	0	0
Txndc5	3582	4610	342	58	49	549	0	21
Zfp367	1239	1581	0	78	0	317	0	0
Kdm3b	5901	7019	272	195	1	1570	0	50
Taf3	773	940	0	18	0	466	0	18
Ccdc163	523	605	0	0	68	174	0	16
Gm9758	0	0	0	0	0	0	0	0
Rbl2	3611	4217	0	165	0	1116	108	6
Smg1	7466	8775	38	243	34	1618	0	0
1700009C05Rik	0	0	0	0	0	0	0	0
Prr30	0	0	0	0	0	0	0	0
Clcn5	885	1050	0	1	0	9	78	0
Tnfrsf10b	114	135	0	0	0	0	0	0
Drap1	1628	2258	0	80	0	520	0	1
Vsig4	0	4	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0
Wdr86	2	0	0	0	0	0	0	0
Nrip2	14	13	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0	0	0
Nfkbiz	886	829	0	0	0	65	1	0
Lce1e	0	0	0	0	0	0	0	0
Zdhhc5	3891	4619	158	204	0	1423	318	1
Ndufa13	1126	1675	104	0	0	470	53	15
2900076A07Rik	63	57	0	0	0	0	0	0
Ccdc106	20	22	0	0	0	0	0	0
Tbc1d22b	1153	1396	171	38	38	28	0	0
Hoxb5os	0	0	0	0	0	0	0	0
Sult1c2	0	0	0	0	0	0	0	0
Akap14	4	0	0	0	0	0	0	0
Cd72	11843	12859	422	199	23	2708	0	86
