	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Rab24	23.023	24.494	0.783	45.837	158.117	27.105	0	0
Krt26	0	0	0	0	0	0	0	0
Basp1	117.958	125.43	281.589	118.413	2.99	85.808	1.696	384.382
Cnmd	0	0	0	0	0	0	0	0
Rnf187	91.965	111.193	97.643	84.065	108.792	100.772	186.728	10.084
Fxyd7	0.398	0.602	0	0	0	0	0	0
Spire1	8.044	7.041	0	0	13.239	6.638	0	0
Pcca	10.599	11.498	0	0	0	21.837	0	0
Tmem71	23.729	21.157	85.55	12.946	0	15.742	0	0
Treml2	2.5	2.46	0	9.233	0	1.516	0	8.66
Fam227b	0.919	0.818	0	0	0	0	0	47.699
Rab19	10.626	12.374	0	0	0	5.629	0	0
4921534H16Rik	0	0	0	0	0	0	0	0
Ly6g	0	0	0	0	0	0	0	0
Ogfrl1	27.143	26.258	27.025	0	0	22.899	0.649	0
Maob	0	0	0	0	0	0	0	0
Hnrnpc	42.686	41.245	14.425	38.485	61.856	28.244	0	106.518
Elf3	0	0	0	0	0	0	0	0
Btnl4	0	0	0	0	0	0	0	0
Gngt1	0	0	0	0	0	0	0	0
Gm11238	0	0	0	0	0	0	0	0
Tcf20	17.65	16.028	17.797	5.662	38.442	15.307	0	7.965
Vmn1r139	0	0	0	0	0	0	0	0
Msh4	0	0	0	0	0	0	0	0
Neurl1b	8.219	10.175	0	12.839	0	5.279	0	0
Scml2	0.275	0.219	0	0	0	0	0	0
4930573O16Rik	0	0	0	0	0	0	0	0
Il11	0	0	0	0	0	0	0	0
Gm3279	0	0	0	0	0	0	0	0
Stxbp3-ps	15.183	11.567	0	0	0	4.639	0	0
5530401A14Rik	0	0	0	0	0	0	0	0
4930548G14Rik	0	0	0	0	0	0	0	0
Zfp668	4.383	4.911	0	0	0	7.704	0.766	0
Btnl2	0	0.187	0	0	0	0	0	0
4930470H14Rik	0	0	0	0	0	0	0	0
Smc1b	0.033	0	0	0	0	0	0	0
Sgip1	0.037	0.053	0	0	0	0	0	0
Gm32141	0	0	0	0	0	0	0	0
4930533B01Rik	0.13	0.108	0	0	0	0	0	0
Huwe1	26.642	26.56	9.986	14.686	7.613	28.628	63.037	5.363
Gimap8	0	0	0	0	0	0	0	0
A430035B10Rik	0.575	0.171	0	0	0	0	0	0
Prdm16	0.434	0.405	0	6.736	0	0.831	0	0
2700081O15Rik	0.768	0.81	0	0	0	2.841	0	0
4930563E18Rik	0	0.024	0	0	0	0	0	0
Crispld1	0	0	0	0	0	0	0	0
Atg9a	31.922	34.994	39.797	39.307	0	46.288	0	0
Nhs	0	0	0	0	0	0	0	0
Hist1h4h	0.618	0.424	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0
Btbd35f18	0	0	0	0	0	0	0	0
Scgb1b20	0	0	0	0	0	0	0	0
Nudt15	0.486	0.39	0	0	0	1.306	0	0
Gm14781	0	0	0	0	0	0	0	0
Lhx6	0	0	0	0	0	0	0	0
Olfr26	0	0	0	0	0	0	0	0
E130018O15Rik	0	0	0	0	0	0	0	0
B430010I23Rik	1.346	1.719	0	0	77.845	1.845	0	0
Urb2	6.941	6.855	0	3.935	0	3.381	0	0
Cyp2d22	0.42	0.333	0	0.686	0	0	0	0
Slco1a6	0	0	0	0	0	0	0	0
1700012D01Rik	0.321	0.953	0	0	0	0	0	0
Slc38a2	175.521	150.134	123.91	121.352	73.947	123.217	190.078	159.64
B9d2	15.501	18.355	0	0	0	26.826	0	0
Id1	6.899	8.668	0	0	0	0	0	0
Nek4	5.955	5.369	0	6.704	0	4.647	34.148	0
BC046251	0	0	0	0	0	0	0	0
Ackr4	0.613	0.436	0	0	0	0	0	0
Nebl	0	0	0	0	0	0	0	0
Rabl2	5.632	5.204	0	0	0	0	0	0
Gapdhs	1.095	0.677	0	0	0	0	0	0
Celf1	29.844	28.548	9.684	27.872	44.011	38.013	14.494	41.256
Vmn2r110	0	0	0	0	0	0	0	0
Hrh1	0.553	0.66	0	18	0	3.789	0	0
Kcnh5	0	0	0	0	0	0	0	0
Lrp8os2	0	0	0	0	0	0	0	0
Calml3	0	0.026	0	0	0	0	0	0
Mvk	8.256	11.883	39.696	0	0	7.264	0	0
Tlcd1	0.836	0.964	0	0	0	0	0	0
Sppl2b	18.941	20.756	38.417	0	0	29.693	35.593	0
4931406P16Rik	15.689	14.541	0	0.652	0	20.894	0	0
Gm13363	3.989	2.839	0	0	53.806	2.098	0	0
Spp2	0	0.042	0	0	0	0	0	0
Sh3rf2	0	0	0	0	0	0	0	0
Vmn1r88	0	0	0	0	0	0	0	0
Emc9	8.585	12.684	0	66.298	0	0	0	0
Gm20755	0	0	0	0	0	0	0	0
Gm35725	0	0	0	0	0	0	0	0
Ergic1	33.238	43.586	78.97	19.444	65.083	39.527	0	179.097
Rbm48	6.396	4.846	0	0.813	0	0	0	0
Slc24a4	0	0.023	0	0	0	0	0	0
Vdac3	19.007	16.605	59.765	21.456	0	13.825	106.924	0
Aifm3	0	0.014	0	0	0	0	0	0
Glp1r	0	0	0	0	0	0	0	0
Ccdc78	0.897	0.672	0	0	0	0	0	0
Tradd	23.244	26.453	0	20.568	0	33.829	0	226.332
Rnf19a	24.549	20.013	30.645	0	0	7.653	0	2.286
Npy	230.964	257.625	577.625	291.214	0	209.753	0	855.87
Olfr727	0	0	0	0	0	0	0	0
Tmem30c	0	0	0	0	0	0	0	0
Khdrbs3	0.095	0.117	0	0	0	0	0	0
Sh3bp5	42.055	40.889	0.374	58.453	159.788	28.156	64.731	0
D630023F18Rik	0.609	0.552	0	0	0	0	0	0
Cecr2	0	0.012	0	0	0	0	0	0
Slc26a9	0.098	0.01	0	0	0	0	0	0
Rhot2	19.171	20.435	0	40.678	0	27.838	0	0
AY358078	1.933	1.467	0	0	0	0	0	0
Rnf216	31.146	30.539	0	56.864	45.205	37.614	0	4.19
Gm3428	0	0	0	0	0	0	0	0
Prkrip1	6.514	7.932	0	48.213	0	0	0	0
Primpol	9.339	9.298	0	0	0	11.286	0	0
Chchd5	10.572	12.875	0	0	0	0.514	0	0
Clcn1	0.025	0.063	0	0	0	0	0	0
Gm10125	0.118	0	0	0	0	0	0	0
Barx1	0	0	0	0	0	0	0	0
Actrt3	0	0	0	0	0	0	0	0
Celrr	0	0	0	0	0	0	0	0
Gm11213	0	0	0	0	0	0	0	0
Prdm14	0	0	0	0	0	0	0	0
Fam160a2	4.44	5.055	6.672	12.329	0	2.479	10.961	0
Helz2	28.695	26.752	17.846	35.775	20.846	47.036	32.668	68.596
Slc16a14	0.057	0	0	0	0	0	0	0
Abhd6	0.915	1.542	0	0	0	3.723	0	0
Iqcb1	3.262	2.429	0	0	0	1.48	0	0
Olfr681	0	0	0	0	0	0	0	0
Tbcd	26.283	28.743	30.755	69.313	18.585	28.386	88.379	67.981
Cyp2c54	0	0	0	0	0	0	0	0
Rad51ap1	12.013	12.388	0	0	0	3.493	0	0
1700029F12Rik	0	0	0	0	0	0	0	0
Ms4a10	0	0	0	0	0	0	0	0
Rab3a	4.983	5.661	0	0	0	0.227	105.051	0
D16Ertd472e	0.998	0.87	0	0	0	1.705	0	0
Gm13752	0	0	0	0	0	0	0	0
Dgat2	0.496	0.295	0	0	0	0	0	0
Galnt6	33.882	33.878	19.668	43.215	71.075	59.666	102.155	39.438
Ecel1	0	0	0	0	0	0	0	0
Olfr1290	0	0	0	0	0	0	0	0
Pura	19.444	23.698	109.095	0	0	37.635	62.891	0
Pde6d	23.959	22.654	0	0	0	28.638	171.394	0
Olfr532	0	0	0	0	0	0	0	0
Tfb1m	4.328	5.144	0	0	0	5.65	0	0
4932438H23Rik	0.033	0	0	0	0	0	0	0
Iah1	34.068	37.072	0	0	6.028	47.154	0	0
Garem2	0	0	0	0	0	0	0	0
Gm15446	0.805	0.663	0	0	0	6.776	0	0
Ptn	0	0	0	0	0	0	0	0
Tmem94	17.796	18.077	50.327	0	0	25.232	0	133.567
Cdc42bpb	25.75	26.657	15.216	17.257	0.829	36.942	59.211	14.593
Olfr1016	0	0	0	0	0	0	0	0
Gpr18	0.307	0.337	0	0	0	0	0	0
Nlrp4c	0	0.02	0	0	0	0	0	0
Rspo3	0	0	0	0	0	0	0	4.08
Zfp748	6.206	5.641	0	13.529	0	3.143	0	0
Thoc3	15.162	16.422	0.626	0	0	4.381	1.354	0
Zfp879	0.156	0	0	0	0	0	0	0
Zeb2os	33.562	33.538	0	21.819	0	44.218	0	0
Kifap3	17.406	15.839	84.483	11.374	1.388	16.912	0	29.335
Prl3a1	0	0	0	0	0	0	0	0
Gm15080	0	0	0	0	0	0	0	0
Rab17	0	0	0	0	0	0	0	0
Gm16062	14.18	13.523	197.363	0	0	0	0	0
Sgo2a	10.973	10.746	0	0	0	6.876	0	0
Rtn4rl2	0	0.058	0	0	0	0	0	0
Sycn	0	0	0	0	0	0	0	0
Scgb1b29	0	0	0	0	0	0	0	0
Cct8l1	0	0	0	0	0	0	0	0
Lrmda	7.447	4.919	0	0	0	6.091	0	0
2810004N23Rik	12.41	11.672	0	13.762	0	18.189	0	0
Zfp677	7.7	6.815	0	0	0	3.953	0	0
B230119M05Rik	0	0	0	0	0	0	0	0
Tomm22	113.096	111.854	145.472	213.451	217.449	54.297	431.643	402.112
Leprotl1	55.216	58.115	52.918	19.782	0	43.64	0	71.804
Acap3	10.849	12.555	0	7.937	15.498	14.687	0	0
1700128A07Rik	0	0	0	0	0	0	0	0
Vmn1r58	0	0	0	0	0	0	0	0
Evi5l	6.4	7.114	0	16.101	0	7.386	0	39.083
Vmn1r42	0	0	0	0	0	0	0	0
Thap12	14.517	12.277	0	57.226	3.02	3.407	0	0
0610043K17Rik	0	0.239	0	0	0	0	0	0
Cnst	8.285	7.639	0	0	0	3.821	0	0
Mzt1	33.498	31.41	0	18.467	39.336	11.316	0	216.491
Pank3	33.244	28.127	25.856	9.247	15.046	29.808	27.308	84.798
Gm15760	1.666	1.107	0	0	0	0	0	0
Paox	5.123	5.008	0	0	0	5.01	0	0
Olfr126	0	0	0	0	0	0	0	0
Ifit1	48.591	30.56	119.611	129.123	191.193	45.573	159.674	3.7
Skp1a	81.221	75.754	0	40.508	0	61.369	2.171	40.442
Slc35f4	0	0	0	0	0	0	0	0
Pnpla5	0	0	0	0	0	0	0	0
Ubxn10	0	0	0	0	0	0	0	0
Zfp703	26.503	34.094	21.118	171.2	0	53.125	0	0
Treml1	5.122	6.142	0	0	93.571	0	0	0
Greb1	0	0	0	0	0	0	0	0
9530091C08Rik	0	0	0	0	0	0	0	0
Tmem259	90.699	102.596	314.119	105.07	51.72	187.573	35.2	81.979
Atg13	37.241	38.601	187.048	34.016	0	72.965	0.883	57.574
Mrps14	15.98	15.253	0	0	0	13.584	67.145	0
Hnf4aos	0	0	0	0	0	0	0	0
Btbd35f4	0	0	0	0	0	0	0	0
Asic2	0	0	0	0	0	0	0	0
Nxnl2	0	0	0	0	0	0	0	0
Ccdc58	8.252	8.015	0	0	0	0	0	0
Gpr180	5.759	8.087	0	22.416	0	10.108	0	0
Hnf1b	0	0.052	0	7.339	0	0	1.108	0
Olfr1420	0.192	0.079	0	0	0	0	0	0
Samd1	23.601	34.682	0	44.857	0	67.354	0	0
Cnn3	1.138	0.736	0.728	0.948	0	0	1.574	4.888
Gm3055	0.043	0.018	0	0	0	0	0	0
Clrn1	0	0	0	0	0	0	0	0
Sass6	7.859	8.314	0	0	0	6.7	0	54.73
Ptprh	0	0	0	0	0	0	0	0
Ak2	21.923	21.308	36.602	35.159	1.661	17.239	0.942	2.925
Rgs16	0.153	0.173	0	0	0	0	0	0
Gm44	0	0	0	0	0	0	0	0
Mcub	38.535	39.924	0	34.67	0	36.786	0	0
Cyp11b1	0	0	0	0	0	0	0	0
Mc4r	0	0	0	0	0	0	0	0
C730027H18Rik	0	0	0	0	0	0	0	0
Dhrsx	0	0	0	0	0	0	0	0
Pak6	0.024	0	0	0	0	0	0	2.67
Bmp7	0	0	0	0	0	0	0	0
Def8	19.015	21.924	42.669	34.585	54.214	19.143	0	0
Kbtbd13	0	0	0	0	0	0	0	0
Prpf4b	31.688	26.591	0	1.699	0	14.22	0	26.288
Lancl3	0.091	0.103	0	0	0	0	0	0
Trim58	0	0	0	0	0	0	0	0
Defa22	0	0	0	0	0	0	0	0
Jam3	0.159	0.356	0	0	0	0	0	0
Slc12a3	0	0	0	0	0	0	0	0
4930428O21Rik	0	0	0	0	0	0	0	0
Cxcl16	184.385	153.562	0	197.243	364.343	143.185	147.066	335.287
Nmrk2	0.024	0	0	0	0	0	0	0
Prl2c4	0	0	0	0	0	0	0	0
Nol12	9.794	10.235	0	0	0	16.691	0	0
Gm16596	0	0	0	0	0	0	0	0
Slc17a1	0	0	0	0	0	0	0	0
Gpr161	0	0.038	0	0	0	0	0	0
Olfr484	0	0	0	0	0	0	0	0
Zgpat	13.522	13.334	0	12.431	0	14.385	0	0
Adgrl2	9.507	9.03	0	9.405	0.918	16.077	0	0
Dis3	7.95	6.662	0	19.411	0	5.896	0.849	2.635
Myl7	0	0	0	0	0	0	0	0
Hist1h2bg	0.869	1.114	0	0	0	0	0	0
Olfr900	0	0	0	0	0	0	0	0
Ido2	0.119	0.049	0	0	0	0	0	0
Tmem35a	0	0	0	0	0	0	0	0
1700010J16Rik	0	0	0	0	0	0	0	0
Rfc3	15.334	16.63	0	0	0	17.285	0	0
Fbxo32	3.655	3.882	0	0	0	4.688	0	0
4933427E11Rik	0	0	0	0	0	0	0	0
Tead3	0.068	0.071	8.938	0	0	0	0	0
1700016L21Rik	0	0	0	0	0	0	0	0
Itgam	302.194	291.792	156.427	276.721	286.82	293.702	305.766	117.376
Gm10364	0.101	0.194	0	0	0	0	0	0
Limd2	71.531	64.875	50.686	68.502	0	70.754	173.843	65.434
Lamb3	0.121	0.055	0	0	0	0	0	0
Slc22a18	2.984	3.591	0	1.267	0	11.613	0	0
Slc17a6	0	0	0	0	0	0	0	0
Boll	0	0.108	0	0	0	0	0	0
Sesn3	3.234	3.759	0	0	51.576	2.483	0	0
Igsf9	0.309	0.474	0	0	0	0	0	0
Nab1	38.512	30.324	50.321	24.558	0	15.442	147.723	40.306
Manbal	25.513	30.849	0	0	0	14.504	0	0
Dtx2	7.754	10.135	0	6.429	58.584	10.575	0	0
Zbtb7a	66.962	65.59	56.528	56.671	204.126	100.644	11.109	392.182
Pigv	9.883	9.896	0	0	0	6.07	0	0
Asic3	0.392	0.076	0	0	0	0	0	0
Igsf1	0	0	0	0	0	0	0	0
Tmem220	3.948	4.27	0	0	0	0	0	0
BC065397	0.138	0.114	0	0	0	0	0	0
Sprn	0	0	0	0	0	0	0	0
Nsun2	21.449	21.307	0.341	4.881	0	19.394	0	0
Ndufb2	16.468	21.13	0	4.055	0	3.573	0	0
Rps6ka1	99.577	99.369	0	99.515	63.524	101.737	0	65.81
Pcdhgb1	6.804	7.601	73.046	20.191	0	5.819	58.693	0
Syndig1l	0	0.015	0	0	0	0	0	0
Myo15	0.004	0.006	0	2.271	0	0	0	0
Armc1	18.39	16.48	0	36.317	0	15.865	0	47.492
Hectd4	6.769	7.511	1.602	2.944	0	7.566	0	2.531
Tmem65	45.6	45.5	0.799	50.941	108.093	54.138	0	0
Cops7a	31.154	33.325	163.446	92.942	92.609	63.32	97.088	118.618
Siva1	15.823	19.754	61.742	0	0	15.662	202.233	0
4931422A03Rik	3.985	3.86	0	0	0	0	0	0
Ccrl2	11.148	9.468	0	57.394	131.326	0.474	0	0
Mnt	40.376	46.084	45.985	16.097	51.98	92.773	49.363	51.095
Hspbp1	30.053	33.545	0	0	25.809	29.283	0	0
Gm10662	0	0	0	0	0	0	0	0
A230107N01Rik	0	0.125	0	0	0	0	0	0
Slc25a31	0.042	0.035	0	0	0	0	0	0
Tekt5	0	0	0	0	0	0	0	0
Vwce	0	0.016	0	0	0	0	0	0
C030037D09Rik	0.381	0.488	0	0	0	10.762	0	0
Mfap3	39.607	36.665	0	59.108	0	36.423	2.584	0
Trip11	15.641	13.43	20.337	22.351	0	11.479	39.081	0
1700016H13Rik	0	0	0	0	0	0	0	0
Mcl1	437.904	386.005	514.534	491.64	316.279	321.695	310.981	296.704
Ntn5	0	0	0	0	0	0	0	0
Tmx2	15.793	17.289	29.981	9.962	0	13.021	117.217	0
Col4a3	0.042	0.034	0	0	0	0	0	0
Platr4	0	0	0	0	0	0	0	0
Elk4	24.805	23.941	0	0	0	10.269	8.566	45.221
Stk19	16.23	20.755	0	0	0	16.197	0	0
Itgb4	0.065	0.186	0	0.309	0	0	0	0
St8sia4	74.136	68.413	0	38.447	0	54.819	0	23.438
Map3k6	1.52	1.713	0	0	0	2.399	0	0
Serpinb9d	0	0	0	0	0	0	0	0
Ces2f	0	0	0	0	0	0	0	0
Slco5a1	0.188	0.06	0	0	0	0	0	0
Cul9	9.13	11.625	0	0	0	4.46	27.359	0
Gpr39	0	0.027	0	0	2.061	0	0	3.63
Npw	0	0	0	0	0	0	0	0
1700025B11Rik	0	0	0	0	0	0	0	0
Spint3	0	0	0	0	0	0	0	0
Tprkb	16.384	17.745	0	0.847	0	6.191	0	4.367
Piwil2	0.464	0.533	0	0	0	0	0	0
Atp6v1g3	0	0	0	0	0	0	0	0
Psmd1	63.761	59.489	165.465	41.547	0	29.08	72.902	24.147
2010300C02Rik	0.338	0.202	0	0	0	0	0	0
Tnpo1	41.85	38.278	32.745	1.057	38.166	18.62	16.381	76.3
Slc25a29	0.182	0.225	0	0	0	0	0	0
1810065E05Rik	0	0	0	0	0	0	0	0
Ubr3	21.53	22.017	9.39	21.621	0	13.626	52.311	25.457
Psmb3	38.457	44.027	84.341	0	0	29.245	130.235	0
Pou2af1	0	0	0	0	0	0	0	0
Negr1	0	0.015	0	0	0	0	0	0
Them5	0	0	0	0	0	0	0	0
Tpsb2	0	0	0	0	0	0	0	0
Smarca5	19.172	16.933	42.174	6.963	47.987	11.73	0	2.113
Zfp58	4.802	5.517	0	46.575	0	4.458	0	0
Rnase11	0	0	0	0	0	0	0	0
Zfand3	42.607	39.439	0	68.592	0	47.076	156.666	0
Sgsm2	2.208	2.618	0	0	0	0	0.663	37.051
Cmah	1.166	1.557	0	5.244	0	2.447	0	0
Olfr1347	0	0	0	0	0	0	0	0
B3gnt6	0.263	0.543	0	0	0	0.141	0	0
4933427D06Rik	0.049	0.013	0	0	0	0	0	0
Fam122c	0	0.041	0	0	0	0	0	0
Brs3	0	0	0	0	0	0	0	0
Vmn2r82	0	0	0	0	0	0	0	0
Rnf26	23.165	27.876	57.614	33.325	146.404	17.545	0	25.784
Vdac1	117.738	120.95	109.848	175.877	168.033	92.568	31.246	150.393
Elk1	12.228	12.856	67.262	19.215	20.323	24.738	0	0
Gm17634	0	0	0	0	0	0	0	0
Erv3	0	0	0	0	0	0	0	0
Kctd16	0	0	0	0	0	0	0	0
Olfr362	0	0	0	0	0	0	0	0
Setd1b	20.605	22.686	14.29	48.312	0	45.658	27.697	54.031
Sdr39u1	15.839	18.11	191.756	0	0	29.228	0	0
Sod1	349.856	410.888	187.996	406.788	250.372	219.735	1224.126	15.205
Inhbe	0	0	0	0	0	0	0	0
Phykpl	3.098	4.367	0	0	64.726	16.994	0	0
Tspan5	15.383	16.931	44.135	0	0	28.047	89.449	0
Gm5334	0	0	0	0	0	0	0	0
Agbl5	7.028	7.717	0	32.665	82.475	22.529	0	0
Tmco5b	0	0	0	0	0	0	0	0
Nagpa	52.232	59.985	105.001	26.149	4.941	101.083	14.012	174.044
Abca17	0	0.028	0	0	0	0	0	0
Sfpq	92.083	90.583	1.253	114.153	78.012	131.812	84.877	0
Clec18a	0	0	0	0	0	0	0	0
Izumo4	3.027	3.921	0	0	0	0	0	0
Mmgt1	21.512	20.171	0	0	0	8.737	13.854	0
Armc4	0	0	0	0	0	0	0	0
Mynn	7.813	7.018	0	15.053	0	5.064	0	0
Gtf2h2	8.982	9.032	0	0	0	7.886	0	5.771
Muc6	0.078	0.146	0	0	0	0	0	0
Ppp1r14d	0	0	0	0	0	0	0	0
Alg5	28.509	27.121	0	38.852	0	20.54	0	0
Psmb2	101.01	111.153	162.665	2.252	0	142.28	3.741	0
Dner	0.627	0.872	0	0	0	0	0	0
Lyar	7.655	9.692	0	0	0	0	0	0
Gm5643	7.775	9.508	0	0	0	8.575	0	5.64
Ltbp2	8.232	7.869	0	12.086	0	11.664	32.505	1.484
Jpx	0.222	0.328	0	0	0	0	0	0
Gucy2g	0.023	0.009	0	0	0	0	0	0
Olfr394	0	0	0	0	0	0	0	0
Arl9	0	0.277	0	0	0	0	0	0
Gm19585	0	0	0	0	0	0	0	0
Jarid2	12.489	11.4	41.052	0	38.888	10.613	0	0
Hist2h2ac	0.287	0.079	0	0	0	0	0	0
Camkk2	59.248	54.013	15.938	75.925	114.625	57.347	27.304	62.581
Gucy2c	0	0.01	0	0	0	0	0	0
Cyp4f15	0	0	0	0	0	0	0	0
Tsfm	14.69	13.017	0	0	0	7.671	2.678	0
D330046F09Rik	0	0	0	0	0	0	0	0
Gm37065	0	0	0	0	0	0	0	0
BC049352	0.559	0.899	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0	0	0
Cypt9	0	0	0	0	0	0	0	0
Slc25a37	17.951	15.998	0	15.458	0	24.797	0	2.345
Ndufs4	16.81	16.859	0	0	0	19.407	0	0
Sntb1	0.519	0.103	0	0	0	0	0	0
Cdh7	0	0	0	0	0	0	0	0
Nlrp5	0	0	0	0	0	0	0	0
4930524O05Rik	0	0	0	0	0	0	0	0
Tsen54	11.741	12.524	0	0	132.773	8.499	0	0
Olfr44	0	0	0	0	0	0	0	0
Zfp275	12.028	11.084	0	8.9	0	13.149	0	9.182
Chad	0.08	0.044	0	0	0	0	0	0
Ly6h	0	0	0	0	0	0	0	0
Ddhd1	6.178	6.125	0	15.306	0	11.046	0	7.519
Sox5os3	0	0	0	0	0	0	0	0
Myo1f	442.072	432.1	266.857	430.765	366.707	438.748	607.429	545.883
Vmn2r89	0	0	0	0	0	0	0	0
Mettl22	2.84	3.075	0	36.337	0	9.989	0	0
Stc2	0	0.123	28.436	0	0	0	0	0
Tsks	0.073	0.081	0	0	0	0	0	0
A930013F10Rik	1.192	1.255	0	0	0	0	0	4.019
Ptges	0.635	0.926	0	0.519	0	0	0	0
Chrna1	0	0	0	0	0	0	0	0
Psd	2.459	2.227	0	0.896	0	2.053	0	0
Gprc5d	0	0	0	0	0	0	0	0
Pear1	0.01	0.049	0	0	0	0	0	0
Zfp967	0	0	0	0	0	0	0	0
Llgl1	19.99	20.844	0	35.627	0	20.007	0.713	2.214
Olfr1471	0	0	0	0	0	0	0	0
Myb	0.047	0.137	0	0	0	0	0	0
Adam26b	0	0	0	0	0	0	0	0
Tmem110	5.656	5.135	0	0	0	5.538	0	0
Cox16	8.986	8.047	0	13.375	0	4.871	0	0
Cib1	38.822	38.54	164.953	27.76	0	65.715	0	0
Ppp4r2	14.363	12.133	0	0	0	15.456	0	59.069
Tppp2	0	0	0	0	0	0	0	0
1700093K21Rik	0.136	0	0	0	0	0	0	0
Gm10319	0	0	0	0	0	0	0	0
Selenon	30.25	33.679	42.316	73.796	58.067	40.518	0	2.841
Creb3l1	3.784	3.818	0	0	0	13.647	0	0
Flt1	0.634	0.581	0	0	0	0	0	0
Pdcd1	0	0	0	0	0	0	0	0
Tcf21	0	0	0	0	0	0	0	0
Ncf1	352.724	327.01	448.069	280.232	394.286	354.282	368.516	442.859
Aadacl3	0	0	0	0	0	0	0	0
Ptgfr	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0
Homez	2.82	3.337	0	0	0	0.231	0	0
Man2b1	370.402	379.235	305.639	511.603	599.88	425.305	362.855	301.53
Hand1	0	0.039	0	0	0	0	0	0
Gm11239	0	0	0	0	0	0	0	0
Uxt	5.885	6.409	0	0	0	3.435	0	0
Itpkb	32.48	32.293	0	17.444	0	42.35	39.457	34.46
Olfr479	0	0	0	0	0	0	0	0
Ddost	107.584	124.812	140.863	228.701	61.135	151.936	174.872	28.088
Olfr1457	0	0	0	0	0	0	0	0
March1	26.821	27.038	34.674	9.601	8.436	24.237	32.694	69.334
Vmn2r14	0	0	0	0	0	0	0	0
Loxl4	0.066	0.047	0	0	0	0	0	0
Prmt9	11.721	10.51	0	0	0	2.768	31.761	0
2310001H17Rik	2.475	3.009	0	0	0	0	0	0
Grik5	0.851	0.951	0	14.855	0	2.312	0	0
Fdft1	81.621	86.948	57.129	81.528	168.2	60.135	114.985	158.694
Tcf7l2	11.4	11.988	0	0	0	12.399	0	55.654
Tectb	0	0	0	0	0	0	0	0
Mvd	20.705	20.527	0	0	113.909	38.648	0	0
Copa	109.077	110.352	30.972	125.446	198.764	121.805	62.855	65.768
Rhd	0.267	0.269	0	0	0	0	0	0
Gm6121	0	0	0	0	0	0	0	0
Ehmt1	18.307	18.789	0.287	5.978	35.019	21.4	65.79	0
Rxrb	47.169	52.399	167.289	64.882	25.337	75.4	0	200.804
Agl	15.166	14.663	0	13.793	0	8.508	25.531	0
Setd7	33.12	33.043	1.976	19.034	13.56	30.914	63.235	2.654
Dhx16	22.309	25.152	28.02	11.22	0	26.249	18.638	2.894
Zfp382	5.493	5.902	0	0	0	6.322	0	17.157
Atp5b	323.798	353.934	528.801	415.954	462.409	301.322	341.268	360.206
Armcx6	1.097	0.94	0	0	0	3.284	0	0
1700030M09Rik	0	0	0	0	0	0	0	0
Crabp2	0	0	0	0	0	0	0	0
Atp6v1a	348.264	313.987	205.47	159.536	573.452	272.477	185.203	196.378
Znfx1	91.477	84.751	69.991	122.589	59.2	92.312	44.913	78.535
Gm13029	0	0	0	0	0	0	0	0
Kif22	32.8	37.406	0	36.904	181.047	37.802	0	0
Ghrh	0	0	0	0	0	0	0	0
Hs3st1	0.053	0	0	0	0	0	0	0
Rag2	0	0	0	0	0	0	0	0
Rbmx2	3.846	3.826	0	0	0	0	0	0
Krt10	0.833	0.564	0	0	0	0	0	0
Mybpc2	0	0	0	0	0	0	0	0
Pdzd7	0.092	0.274	0	0	0	0	0	0
Gm6583	0.158	0.097	0	0	0	0	0	0
Proc	0	0	0	0	0	0	0	6.256
Fam131b	0.022	0	0	0	0	0	0	0
Six5	0.312	0.322	0	0	0	0.702	0	0
Olfr1046	0	0	0	0	0	0	0	0
Galr1	0	0	0	0	0	0	0	0
F630028O10Rik	24.36	20.848	0	29.97	95.759	29.469	114.277	3.513
Dcdc2b	2.65	3.213	0	0	0	0	0	0
Scyl2	25.762	23.351	0	14.159	1.152	26.478	26.134	127.816
Gm16861	9.171	10.944	0	0	0	11.332	0	6.379
Ttll6	0	0	0	0	0	0	0	0
Tslrn1	0	0	0	0	0	0	0	0
Gm14317	0	0	0	0	0	0	0	0
Stk40	11.359	9.383	30.578	13.756	0	23.679	0	0
Ccdc181	5.137	5.652	0	0	0	0	0	0
Spag11b	0	0	0	0	0	0	0	0
Epha1	0.219	0.203	0	0	0	0	0	0
Tep1	33.801	37.731	8.776	30.536	0	33.725	0	43.285
Mboat7	47.339	48.632	13.659	12.509	123.408	49.367	0	159.611
Rd3	0.073	0.151	0	0	0	0	0	0
Nudcd2	21.552	25.277	0	31.152	0	7.707	270.677	0
Olfr830	0	0	0	0	0	0	0	0
Rab11fip4os2	0	0	0	0	0	0	0	0
Skint5	0	0	0	0	0	0	0	0
Calm4	0	0	0	0	0	0	0	0
Whamm	7.844	7.773	0	0	0	11.546	0	15.941
Taar7f	0	0	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0
Olfr631	0	0	0	0	0	0	0	0
1700019E08Rik	0	0	0	0	0	0	0	0
